NO,상가유형,호선,역명,상가번호,면적(㎡),영업업종,보호업종,계약시작,계약종료,임대료
287,개별(일반),2호선,합정(2)역,238-111,38.05,편의점,,2017.05.23,2022.05.22,"6,020,100"
288,소송상가,2호선,합정(2)역,238-112,29.89,편의점,,2012.04.16,2017.07.02,"1,814,897"
289,소송상가,2호선,합정(2)역,238-113,42.23,액세서리,,2012.04.16,2017.07.02,"2,564,170"
290,소송상가,2호선,합정(2)역,238-115,60.05,여성의류,,2012.04.16,2017.07.02,"3,646,187"
291,소송상가,2호선,합정(2)역,238-116,27.49,푸드(떡),,2012.04.16,2017.07.02,"1,669,170"
292,공실,2호선,홍대입구역,239-102,33,,,,,
293,소송상가,2호선,홍대입구역,239-103,17.11,신발,,2010.01.28,2016.03.27,"2,359,876"
294,공실,2호선,홍대입구역,239-104,32.73,,,,,
295,공실,2호선,홍대입구역,239-105,23.1,,,,,
296,공실,2호선,홍대입구역,239-106,28.02,,,,,
297,공실,2호선,홍대입구역,239-107,34.76,,,,,
298,개별(일반),2호선,홍대입구역,239-108,31,핸드폰(전산)용품,,2016.11.22,2021.11.21,"12,083,300"
299,네트워크,2호선,홍대입구역,239-110,12,화장품,,2015.09.05,2020.11.03,"7,833,710"
300,네트워크,2호선,신촌역,240-101,33,화장품,,2015.09.05,2020.11.03,"43,165,260"
301,공실,2호선,신촌역,240-103,9.8,,,,,
302,개별(일반),2호선,신촌역,240-104,13.2,간이음식,,2018.04.10,2023.05.16,"12,000,200"
303,공실,2호선,신촌역,240-105,30.17,,,,,
304,네트워크,2호선,신촌역,240-106,11.25,편의점,,2018.10.23,2023.12.21,"6,762,624"
305,공실,2호선,신촌역,240-107,21,,,,,
306,공실,2호선,신촌역,240-108,18,,,,,
307,개별(일반),2호선,신촌역,240-109,32,의류,,2018.04.10,2023.05.09,"18,300,200"
308,네트워크,2호선,신촌역,240-110,44.42,자유업종(편의점),,2017.04.29,2022.04.28,"18,581,100"
309,네트워크,2호선,이대역,241-102,14.5,의류,,2016.06.04,2021.07.03,"7,629,624"
310,네트워크,2호선,이대역,241-103,13.51,화장품,,2015.09.05,2020.11.03,"10,623,876"
311,공실,2호선,이대역,241-104,21.13,,,,,
312,공실,2호선,이대역,241-106,27.66,,,,,
313,개별(일반),2호선,이대역,241-107,20,제과(포장형),,2018.10.23,2023.11.21,"3,200,000"
314,네트워크,2호선,이대역,241-108,33,의류,,2016.03.26,2021.05.04,"6,111,073"
315,네트워크,2호선,아현역,242-101,35.2,화장품,,2015.09.05,2020.11.03,"2,626,349"
316,공실,2호선,아현역,242-103,34.8,,,,,
317,공실,2호선,아현역,242-105,22.58,,,,,
318,개별(일반),2호선,아현역,242-107,24.05,편의점,,2016.02.13,2021.02.12,"1,230,000"
319,네트워크,2호선,아현역,242-109,25,커피(음료)전문점,,2017.01.17,2022.01.16,"1,749,716"
320,네트워크,2호선,충정로(2)역,243-201,26.12,화장품,,2015.09.05,2020.11.03,"8,207,922"
321,개별(일반),2호선,충정로(2)역,243-205,20,제과,,2020.02.24,2025.03.25,"3,552,000"
322,개별(일반),2호선,충정로(2)역,243-206,15,제과,,2019.11.26,2024.12.25,"3,512,000"
323,개별(일반),2호선,양천구청역,248-101,18.84,화장품,,2015.12.29,2020.12.28,"1,535,500"
324,네트워크,2호선,양천구청역,248-102,26.04,커피(음료)전문점,,2017.01.17,2022.01.16,"1,740,107"
325,네트워크,2호선,신정네거리역,249-203,42.45,커피(음료)전문점,,2017.01.17,2022.01.16,"2,589,402"
326,네트워크,3호선,연신내(3)역,311-101,33.7,스포츠용품점,,2016.03.26,2021.04.24,"2,872,731"
327,네트워크,3호선,연신내(3)역,311-102,38.3,커피(음료)전문점,,2017.01.17,2022.01.16,"7,330,574"
328,개별(일반),3호선,연신내(3)역,311-103,29.9,의류,,2018.07.10,2023.08.08,"2,565,000"
329,개별(일반),3호선,연신내(3)역,311-106,19.96,건강식품,,2019.09.23,2024.09.22,"965,000"
330,개별(일반),3호선,연신내(3)역,311-108,19.96,의류,,2018.09.29,2023.10.28,"1,705,100"
331,개별(일반),3호선,연신내(3)역,311-111,39.43,액세서리,,2019.11.26,2024.12.25,"9,510,000"
332,개별(일반),3호선,연신내(3)역,311-113,22,의류,,2018.08.14,2023.09.12,"1,583,300"
333,공실,3호선,연신내(3)역,311-114,24,,,,,
334,네트워크,3호선,연신내(3)역,311-117,38.88,의류,,2016.06.04,2021.07.03,"2,179,640"
335,개별(일반),3호선,불광(3)역,312-102,12.99,낙찰,,,,
336,공실,3호선,불광(3)역,312-103,13.02,,,,,
337,공실,3호선,불광(3)역,312-104,39.05,,,,,
338,공실,3호선,불광(3)역,312-109,13.03,,,,,
339,공실,3호선,불광(3)역,312-110,13.03,,,,,
340,네트워크,3호선,불광(3)역,312-113,18.81,화장품,,2015.09.05,2020.11.03,"6,929,948"
341,공실,3호선,불광(3)역,312-114,35,,,,,
342,개별(일반),3호선,불광(3)역,312-115,23,편의점,,2015.10.24,2020.10.23,"1,470,300"
343,공실,3호선,불광(3)역,312-117,46,,,,,
344,개별(일반),3호선,녹번역,313-101,103.85,의류 및 잡화,,2020.02.14,2025.03.14,"1,879,100"
345,공실,3호선,녹번역,313-106,19.3,,,,,
346,개별(일반),3호선,녹번역,313-107,12.65,포장된 수입과자/포장형음료,,2018.10.30,2023.11.28,"418,000"
347,공실,3호선,녹번역,313-108,13.47,,,,,
348,개별(일반),3호선,녹번역,313-110,29.3,의류,,2020.02.21,2025.03.22,"698,000"
349,공실,3호선,홍제역,314-103,14.41,,,,,
350,개별(일반),3호선,홍제역,314-104,14.41,가방,,2016.07.26,2021.07.25,"367,000"
351,개별(일반),3호선,홍제역,314-106,14.41,의류,,2016.06.21,2021.06.20,"324,900"
352,공실,3호선,홍제역,314-113,14.41,,,,,
353,개별(일반),3호선,홍제역,314-116,14.41,귀금속류,,2016.03.23,2021.03.22,"434,700"
354,개별(일반),3호선,홍제역,314-117,14.41,귀금속류,,2016.03.23,2021.03.22,"434,700"
355,개별(대형),3호선,홍제역,314-118,1351,생활용품,,2016.10.21,2021.12.19,"55,185,100"
356,공실,3호선,홍제역,314-220,15.52,,,,,
357,네트워크,3호선,홍제역,314-221,16.8,편의점,,2018.10.23,2023.12.21,"563,552"
358,공실,3호선,경복궁역,317-201,25.5,,,,,
359,개별(일반),3호선,안국역,318-201,19.5,수공업,,2020.05.19,2025.06.18,"611,000"
360,공실,3호선,안국역,318-202,20.5,,,,,
361,개별(일반),3호선,안국역,318-205,28.8,규방공예,,2019.11.22,2024.12.21,"660,000"
362,개별(일반),3호선,안국역,318-206,28.8,한복대여점,,2016.07.26,2021.07.25,"930,000"
363,개별(일반),3호선,안국역,318-207,18.8,낙찰,,,,
364,개별(일반),3호선,안국역,318-208,18.8,의류,,2020.05.18,2025.06.17,"3,333,500"
365,개별(일반),3호선,안국역,318-210,20.5,화실,,2015.07.21,2020.07.20,"653,800"
366,개별(일반),3호선,안국역,318-211,41,사무실,,2019.05.21,2024.06.19,"509,400"
367,개별(일반),3호선,안국역,318-214,19.09,한지공예공방,,2017.04.04,2022.04.03,"611,000"
368,개별(일반),3호선,안국역,318-317,27.57,편의점,,2018.10.23,2023.11.21,"1,480,000"
369,공실,3호선,종로3가(3)역,319-101,19.5,,,,,
370,공실,3호선,종로3가(3)역,319-205,248.9,,,,,
371,공실,3호선,종로3가(3)역,319-304,11,,,,,
372,개별(일반),3호선,종로3가(3)역,319-306,21,화장품,,2017.11.07,2022.12.06,"5,510,000"
373,개별(일반),3호선,종로3가(3)역,319-307,47,의류,,2018.09.07,2023.10.06,"20,300,000"
374,개별(일반),3호선,종로3가(3)역,319-308,40,의류,,2018.12.25,2024.01.23,"7,020,100"
375,개별(일반),3호선,종로3가(3)역,319-309,20,잡화,,2018.09.07,2023.10.06,"4,519,000"
376,개별(일반),3호선,종로3가(3)역,319-310,20,간이식품(포장형),,2018.09.07,2023.10.06,"7,257,000"
377,네트워크,3호선,종로3가(3)역,319-311,15.4,의류,,2016.06.04,2021.07.03,"4,005,344"
378,개별(일반),3호선,을지로3가(3)역,320-208,10.2,제과,,2015.10.24,2020.10.23,"1,621,000"
379,개별(일반),3호선,을지로3가(3)역,320-210,20,낙찰,,,,
380,개별(일반),3호선,을지로3가(3)역,320-212,26.4,의류,,2016.05.31,2021.05.30,"1,998,000"
381,개별(일반),3호선,동대입구역,322-201,17.04,편의점,,2016.12.17,2021.12.16,"1,320,000"
382,공실,3호선,동대입구역,322-202,16.68,,,,,
383,개별(일반),3호선,동대입구역,322-203,33.46,사무실,,2019.12.12,2025.01.10,"311,667"
384,개별(일반),3호선,동대입구역,322-205,33.3,사무실,,2018.05.09,2023.06.07,"429,000"
385,공실,3호선,동대입구역,322-207,37.52,,,,,
386,개별(일반),3호선,동대입구역,322-209,16.8,가구판매,,2016.01.19,2021.01.18,"201,000"
387,개별(일반),3호선,동대입구역,322-210,33.7,사무실,,2015.04.21,2020.04.20,"521,300"
388,개별(일반),3호선,동대입구역,322-212,17.14,인쇄업(출력),,2016.07.26,2021.07.25,"250,000"
389,개별(일반),3호선,동대입구역,322-213,33.37,제과,,2019.10.25,2024.11.23,"1,635,700"
390,네트워크,3호선,약수(3)역,323-101,22.32,화장품,,2015.09.05,2020.11.03,"5,217,168"
391,네트워크,3호선,약수(3)역,323-104,11.57,커피(음료)전문점,,2017.12.29,2023.02.06,"3,246,217"
392,네트워크,3호선,금호역,324-101,50.3,화장품,,2015.09.05,2020.11.03,"3,559,459"
393,개별(일반),3호선,금호역,324-108,28,농산물(포장형),,2015.09.26,2020.09.25,"798,000"
394,개별(일반),3호선,금호역,324-109,25.3,편의점,,2016.05.31,2021.05.30,"1,175,000"
395,개별(일반),3호선,금호역,324-110,18.61,핸드폰,,2016.12.21,2021.12.20,"692,200"
396,개별(일반),3호선,금호역,324-111,21,여성의류,,2015.06.27,2020.06.26,"893,000"
397,네트워크,3호선,옥수역,325-001,41.64,화장품,,2015.09.05,2020.11.03,"6,691,754"
398,개별(일반),3호선,옥수역,325-010,555,다이소,,2020.03.23,2025.04.22,"13,500,000"
399,개별(일반),3호선,옥수역,325-012,18.9,편의점,,2019.06.21,2024.07.20,"2,010,000"
400,개별(일반),3호선,옥수역,325-013,11.6,푸드(포장형),,2016.11.15,2021.11.14,"2,260,000"
401,개별(일반),3호선,압구정역,326-102,37,편의점,,2018.04.10,2023.05.09,"10,000,200"
402,네트워크,3호선,압구정역,326-103,23.76,화장품,,2015.09.05,2020.11.03,"20,412,826"
403,네트워크,3호선,압구정역,326-104,18.62,플라워,,2018.11.27,2024.01.25,"2,392,536"
404,공실,3호선,압구정역,326-105,12.3,,,,,
405,개별(일반),3호선,신사역,327-101,25.39,액세서리,,2016.06.21,2021.06.20,"8,050,000"
406,개별(일반),3호선,신사역,327-103,31.3,편의점,,2016.11.22,2021.11.21,"11,961,600"
407,개별(일반),3호선,신사역,327-104,23.7,화장품,,2015.07.11,2020.07.10,"5,561,000"
408,개별(일반),3호선,신사역,327-105,23.7,핸드폰,,2017.01.21,2022.01.20,"4,500,000"
409,네트워크,3호선,신사역,327-106,23.7,액세서리,,2018.11.16,2024.01.14,"3,284,815"
410,개별(일반),3호선,신사역,327-107,23.7,신발,,2019.04.02,2024.05.01,"3,150,000"
411,개별(일반),3호선,신사역,327-108,23.7,의류,,2017.04.18,2022.04.17,"4,410,000"
412,공실,3호선,신사역,327-109,47.4,,,,,
413,공실,3호선,신사역,327-111,23.7,,,,,
414,네트워크,3호선,신사역,327-112,23.7,의류,,2018.11.16,2024.01.14,"2,844,063"
415,개별(일반),3호선,신사역,327-113,18.2,제과,,2016.09.13,2021.09.12,"4,977,900"
416,개별(일반),3호선,신사역,327-114,18.05,핸드폰액세서리,,2019.12.10,2025.01.08,"2,520,000"
417,공실,3호선,신사역,327-115,17.36,,,,,
418,공실,3호선,신사역,327-116,16,,,,,
419,네트워크,3호선,신사역,327-117,29.06,커피(음료)전문점,,2017.12.29,2023.02.06,"6,915,082"
420,복합,3호선,고속터미널(3)역,329-111,7475.19,의류,,2016.03.15,2026.11.09,"279,648,140"
421,복합,3호선,고속터미널(3)역,329-112,,제과,,2016.03.15,2026.11.09,
422,복합,3호선,고속터미널(3)역,329-113,,잡화(액세서리),,2016.03.15,2026.11.09,
423,복합,3호선,고속터미널(3)역,329-114,,의류,,2016.03.15,2026.11.09,
424,복합,3호선,고속터미널(3)역,329-115,,화장품,,2016.03.15,2026.11.09,
425,복합,3호선,고속터미널(3)역,329-116,,신발,,2016.03.15,2026.11.09,
426,복합,3호선,고속터미널(3)역,329-117,,약국,,2016.03.15,2026.11.09,
427,복합,3호선,고속터미널(3)역,329-118,,잡화(가방),,2016.03.15,2026.11.09,
428,복합,3호선,고속터미널(3)역,329-119,,안경,,2016.03.15,2026.11.09,
429,복합,3호선,고속터미널(3)역,329-120,,잡화(악세서리),,2016.03.15,2026.11.09,
430,복합,3호선,고속터미널(3)역,329-121,,화장품,,2016.03.15,2026.11.09,
431,복합,3호선,고속터미널(3)역,329-122,,화장품,,2016.03.15,2026.11.09,
432,복합,3호선,고속터미널(3)역,329-123,,화장품,,2016.03.15,2026.11.09,
433,복합,3호선,고속터미널(3)역,329-124,,아이스크림,,2016.03.15,2026.11.09,
434,복합,3호선,고속터미널(3)역,329-125,,의류,,2016.03.15,2026.11.09,
435,복합,3호선,고속터미널(3)역,329-126,,신발,,2016.03.15,2026.11.09,
436,복합,3호선,고속터미널(3)역,329-127,,의류,,2016.03.15,2026.11.09,
437,복합,3호선,고속터미널(3)역,329-128,,의류(란제리),,2016.03.15,2026.11.09,
438,복합,3호선,고속터미널(3)역,329-129,,의류,,2016.03.15,2026.11.09,
439,복합,3호선,고속터미널(3)역,329-130,,의류,,2016.03.15,2026.11.09,
440,복합,3호선,고속터미널(3)역,329-131,,잡화,,2016.03.15,2026.11.09,
441,복합,3호선,고속터미널(3)역,329-132,,식음(커피),,2016.03.15,2026.11.09,
442,복합,3호선,고속터미널(3)역,329-133,,잡화(액세서리),,2016.03.15,2026.11.09,
